TransactionID,LineItemID,CustomerID,FirstName,LastName,CustomerSegment,PaymentType,PreferredMagazine,CustomerHeightCM,SaleDate,Year,Month,DayOfWeek,Hour,ProductCategory,ProductID,UnitsSold,UnitPrice,PreDiscountRevenue,Revenue,Profit,PromotionUsed
TRANS-06464,3,CUST-0092,Francisco,Santos,Regular,Debit Card,Wellness Weekly,152,2024-01-12,2024,1,Friday,10,Supplements,SUPP-160,1,29.17,29.17,29.17,13.12,No
TRANS-06467,1,CUST-0034,Martim,Costa,Regular,Cash,Wellness Weekly,162,2024-06-21,2024,6,Friday,10,Medications,MEDI-137,1,8.25,8.25,8.25,1.24,No
TRANS-06467,2,CUST-0034,Martim,Costa,Regular,Cash,Wellness Weekly,162,2024-06-21,2024,6,Friday,10,Dermocosmetics,DERM-148,1,26.97,26.97,26.97,10.79,No
TRANS-06469,1,CUST-0300,Beatriz,Oliveira,Regular,Cash,Pharma Times,165,2024-10-12,2024,10,Saturday,14,Medications,MEDI-144,1,15.15,15.15,15.15,2.27,No
TRANS-06470,1,CUST-0329,Beatriz,Silva,Regular,Debit Card,None,184,2024-02-16,2024,2,Friday,17,Medications,MEDI-111,2,18.75,37.5,37.5,5.63,No
TRANS-06471,1,CUST-0251,Martim,Oliveira,Regular,Cash,Wellness Weekly,168,2024-09-30,2024,9,Monday,9,Medications,MEDI-163,1,14.67,14.67,14.67,2.2,No
TRANS-06471,2,CUST-0251,Martim,Oliveira,Regular,Cash,Wellness Weekly,168,2024-09-30,2024,9,Monday,9,Dermocosmetics,DERM-108,1,24.61,24.61,24.61,9.84,No
TRANS-06473,1,CUST-0130,Francisco,Pereira,Parent,Debit Card,Wellness Weekly,174,2024-11-10,2024,11,Sunday,17,Baby Care,BABY-152,1,8.62,8.62,8.62,2.59,No
TRANS-06474,1,CUST-0235,Francisco,Costa,Senior,Cash,Health Today,183,2024-12-03,2024,12,Tuesday,13,Dermocosmetics,DERM-113,1,26.42,26.42,26.42,10.57,No
TRANS-06474,2,CUST-0235,Francisco,Costa,Senior,Cash,Health Today,183,2024-12-03,2024,12,Tuesday,13,Medications,MEDI-141,2,9.11,18.22,18.22,2.73,No
TRANS-06476,1,CUST-0049,Martim,Pereira,Senior,Debit Card,,169,2024-04-12,2024,4,Friday,14,Dermocosmetics,DERM-198,1,43.93,43.93,43.93,17.57,No
TRANS-06476,2,CUST-0049,Martim,Pereira,Senior,Debit Card,Pharma Times,169,2024-04-12,2024,4,Friday,14,Medications,MEDI-188,1,9.95,9.95,9.95,1.49,No
TRANS-06478,1,CUST-0335,Martim,Santos,Regular,Credit Card,Health Today,172,2024-12-09,2024,12,Monday,18,Medications,MEDI-149,1,12.16,12.16,12.16,1.82,No
TRANS-06478,2,CUST-0335,Martim,Santos,Regular,Credit Card,Health Today,172,2024-12-09,2024,12,Monday,18,Dermocosmetics,DERM-113,1,39.4,39.4,39.4,15.76,No
TRANS-06480,1,CUST-0326,Beatriz,Silva,Parent,MBWay,Pharma Times,162,2024-11-20,2024,11,Wednesday,10,Baby Care,BABY-179,1,8.71,8.71,8.71,2.61,No
TRANS-06481,1,CUST-0024,Beatriz,Santos,Senior,Cash,Health Today,149,2024-02-24,2024,2,Saturday,15,Medications,MEDI-155,1,11.38,11.38,11.38,1.71,No
TRANS-06481,2,CUST-0024,Beatriz,Santos,Senior,Cash,Health Today,149,2024-02-24,2024,2,Saturday,15,Medications,MEDI-109,2,9.53,19.05,19.05,2.86,No
TRANS-06481,3,CUST-0024,Beatriz,Santos,Senior,Cash,Health Today,149,2024-02-24,2024,2,Saturday,15,Medications,MEDI-135,1,21.13,21.13,21.13,3.17,No
TRANS-06484,1,CUST-0090,Leonor,Oliveira,Parent,Debit Card,None,168,2024-04-23,2024,4,Tuesday,11,Baby Care,BABY-167,1,11.47,11.47,11.47,3.44,No
TRANS-06484,2,CUST-0090,Leonor,Oliveira,Parent,Debit Card,None,168,2024-04-23,2024,4,Tuesday,11,Medications,MEDI-169,1,21.34,21.34,21.34,3.2,No
TRANS-06486,1,CUST-0023,Beatriz,Santos,Senior,MBWay,Pharma Times,177,2024-04-13,2024,4,Saturday,9,Supplements,SUPP-169,1,18.91,18.91,18.91,8.51,No
TRANS-06487,1,CUST-0239,Francisco,Silva,Regular,Debit Card,Health Today,162,2024-07-19,2024,7,Friday,19,Weight Loss,WEIG-107,1,40.08,40.08,40.08,20.04,No
TRANS-06487,2,CUST-0239,Francisco,Silva,Regular,Debit Card,Health Today,162,2024-07-19,2024,7,Friday,19,Weight Loss,WEIG-190,1,45.81,45.81,45.81,22.91,No
TRANS-06487,3,CUST-0239,Francisco,Silva,Regular,Debit Card,Health Today,162,2024-07-19,2024,7,Friday,19,Weight Loss,WEIG-155,1,39.71,39.71,39.71,19.86,No
TRANS-06490,1,CUST-0083,Beatriz,Costa,Regular,Credit Card,Pharma Times,168,2024-03-18,2024,3,Monday,20,Medications,MEDI-145,1,15.52,15.52,15.52,2.33,No
TRANS-06490,2,CUST-0083,Beatriz,Costa,Regular,Credit Card,Pharma Times,168,2024-03-18,2024,3,Monday,20,Medications,MEDI-192,1,13.63,13.63,13.63,2.04,No
TRANS-06492,1,CUST-0087,Beatriz,Santos,Regular,MBWay,Pharma Times,197,2024-03-01,2024,3,Friday,16,Supplements,SUPP-101,1,24.0,24.0,24.0,10.8,No
TRANS-06492,2,CUST-0087,Beatriz,Santos,Regular,MBWay,Pharma Times,197,2024-03-01,2024,3,Friday,16,Medications,MEDI-147,1,17.74,17.74,17.74,2.66,No
TRANS-06494,1,CUST-0067,Leonor,Oliveira,Parent,MBWay,Wellness Weekly,185,2024-08-12,2024,8,Monday,19,Baby Care,BABY-118,1,5.32,5.32,5.32,1.6,No
TRANS-06494,2,CUST-0067,Leonor,Oliveira,Parent,MBWay,Wellness Weekly,185,2024-08-12,2024,8,Monday,19,Medications,MEDI-151,1,21.55,21.55,21.55,3.23,No
TRANS-06496,1,CUST-0298,Leonor,Costa,Regular,Cash,Health Today,179,2024-11-27,2024,11,Wednesday,12,Dermocosmetics,DERM-102,1,32.32,32.32,32.32,12.93,No
TRANS-06496,2,CUST-0298,Leonor,Costa,Regular,Cash,,179,2024-11-27,2024,11,Wednesday,12,Medications,MEDI-128,2,10.61,21.22,21.22,3.18,No
TRANS-06498,1,CUST-0166,Matilde,Costa,Senior,MBWay,Health Today,173,2024-12-07,2024,12,Saturday,19,Supplements,SUPP-131,1,18.11,18.11,18.11,8.15,No
TRANS-06498,2,CUST-0166,Matilde,Costa,Senior,MBWay,Health Today,173,2024-12-07,2024,12,Saturday,19,Medications,MEDI-189,1,21.22,21.22,21.22,3.18,No
TRANS-06500,1,CUST-0265,Matilde,Santos,Parent,Credit Card,None,201,2024-04-14,2024,4,Sunday,11,Baby Care,BABY-101,1,9.49,9.49,9.49,2.85,No
TRANS-06501,1,CUST-0072,Rodrigo,Oliveira,Parent,Debit Card,Pharma Times,185,2024-10-15,2024,10,Tuesday,10,Dermocosmetics,DERM-134,1,40.66,40.66,40.66,16.26,No
TRANS-06502,1,CUST-0027,Leonor,Costa,Parent,MBWay,Health Today,164,2024-05-22,2024,5,Wednesday,12,Weight Loss,WEIG-175,1,37.08,37.08,37.08,18.54,No
TRANS-06502,2,CUST-0027,Leonor,Costa,Parent,MBWay,Health Today,164,2024-05-22,2024,5,Wednesday,12,Baby Care,BABY-175,1,8.57,8.57,8.57,2.57,No
TRANS-06502,3,CUST-0027,Leonor,Costa,Parent,MBWay,Health Today,164,2024-05-22,2024,5,Wednesday,12,Weight Loss,WEIG-180,1,51.85,51.85,51.85,25.93,No
TRANS-06505,1,CUST-0036,Beatriz,Silva,Regular,Cash,Pharma Times,181,2024-08-07,2024,8,Wednesday,13,Medications,MEDI-128,1,16.24,16.24,16.24,2.44,No
TRANS-06505,2,CUST-0036,Beatriz,Silva,Regular,Cash,Pharma Times,181,2024-08-07,2024,8,Wednesday,13,Weight Loss,WEIG-104,1,46.43,46.43,39.47,19.73,Yes
TRANS-06507,1,CUST-0230,Beatriz,Santos,Parent,MBWay,None,171,2024-03-15,2024,3,Friday,17,Medications,MEDI-101,1,17.94,17.94,17.94,2.69,No
TRANS-06507,2,CUST-0230,Beatriz,Santos,Parent,MBWay,,171,2024-03-15,2024,3,Friday,17,Baby Care,BABY-169,1,6.35,6.35,6.35,1.91,No
TRANS-06509,1,CUST-0110,Martim,Costa,Regular,Debit Card,Pharma Times,174,2024-10-23,2024,10,Wednesday,11,Weight Loss,WEIG-157,1,50.28,50.28,50.28,25.14,No
TRANS-06509,2,CUST-0110,Martim,Costa,Regular,Debit Card,Pharma Times,174,2024-10-23,2024,10,Wednesday,11,Weight Loss,WEIG-163,1,39.65,39.65,33.71,16.85,Yes
TRANS-06511,1,CUST-0226,Francisco,Silva,Senior,MBWay,None,154,2024-08-31,2024,8,Saturday,12,Medications,MEDI-105,1,11.74,11.74,11.74,1.76,No
TRANS-06512,1,CUST-0087,Beatriz,Santos,Regular,MBWay,Pharma Times,197,2024-06-02,2024,6,Sunday,18,Weight Loss,WEIG-188,1,29.36,29.36,24.96,12.48,Yes
TRANS-06512,2,CUST-0087,Beatriz,Santos,Regular,MBWay,Pharma Times,197,2024-06-02,2024,6,Sunday,18,Supplements,SUPP-132,1,31.47,31.47,31.47,14.16,No
TRANS-06512,3,CUST-0087,Beatriz,Santos,Regular,MBWay,Pharma Times,197,2024-06-02,2024,6,Sunday,18,Weight Loss,WEIG-117,1,27.6,27.6,27.6,13.8,No
TRANS-06515,1,CUST-0074,Matilde,Oliveira,Regular,MBWay,None,186,2024-02-18,2024,2,Sunday,8,Supplements,SUPP-103,1,32.93,32.93,32.93,14.82,No
TRANS-06516,1,CUST-0242,Beatriz,Silva,Regular,Credit Card,Wellness Weekly,175,2024-11-30,2024,11,Saturday,16,Medications,MEDI-134,1,7.53,7.53,7.53,1.13,No
TRANS-06517,1,CUST-0095,Matilde,Pereira,Parent,MBWay,None,178,2024-06-23,2024,6,Sunday,13,Medications,MEDI-186,1,9.21,9.21,9.21,1.38,No
TRANS-06517,2,CUST-0095,Matilde,Pereira,Parent,MBWay,None,178,2024-06-23,2024,6,Sunday,13,Baby Care,BABY-104,1,9.12,9.12,9.12,2.74,No
TRANS-06519,1,CUST-0056,Martim,Pereira,Regular,MBWay,Wellness Weekly,172,2024-12-20,2024,12,Friday,10,Medications,MEDI-166,1,21.16,21.16,21.16,3.17,No
TRANS-06520,1,CUST-0032,Martim,Costa,Regular,Cash,Pharma Times,195,2024-05-01,2024,5,Wednesday,19,Weight Loss,WEIG-136,1,52.01,52.01,44.21,22.11,Yes
TRANS-06520,2,CUST-0032,Martim,Costa,Regular,Cash,Pharma Times,195,2024-05-01,2024,5,Wednesday,19,Medications,MEDI-114,1,15.12,15.12,15.12,2.27,No
TRANS-06522,1,CUST-0282,Martim,Pereira,Senior,Debit Card,Pharma Times,179,2024-11-24,2024,11,Sunday,14,Medications,MEDI-128,1,20.99,20.99,20.99,3.15,No
TRANS-06523,1,CUST-0158,Beatriz,Santos,Parent,Credit Card,Pharma Times,181,2024-06-25,2024,6,Tuesday,17,Weight Loss,WEIG-104,1,47.67,47.67,47.67,23.84,No
TRANS-06523,2,CUST-0158,Beatriz,Santos,Parent,Credit Card,Pharma Times,181,2024-06-25,2024,6,Tuesday,17,Weight Loss,WEIG-117,1,42.29,42.29,42.29,21.15,No
TRANS-06525,1,CUST-0307,Francisco,Silva,Regular,MBWay,None,166,2024-10-05,2024,10,Saturday,17,Medications,MEDI-191,1,12.53,12.53,12.53,1.88,No
TRANS-06525,2,CUST-0307,Francisco,Silva,Regular,MBWay,None,166,2024-10-05,2024,10,Saturday,17,Medications,MEDI-171,1,21.4,21.4,21.4,3.21,No
TRANS-06527,1,CUST-0144,Rodrigo,Silva,Regular,Debit Card,Pharma Times,171,2024-09-16,2024,9,Monday,13,Dermocosmetics,DERM-171,1,38.69,38.69,38.69,15.48,No
TRANS-06527,2,CUST-0144,Rodrigo,Silva,Regular,Debit Card,Pharma Times,171,2024-09-16,2024,9,Monday,13,Dermocosmetics,DERM-154,1,22.75,22.75,22.75,9.1,No
TRANS-06529,1,CUST-0080,Francisco,Pereira,Regular,Credit Card,Pharma Times,145,2024-03-28,2024,3,Thursday,13,Supplements,SUPP-125,1,23.74,23.74,23.74,10.69,No
TRANS-06529,2,CUST-0080,Francisco,Pereira,Regular,Credit Card,Pharma Times,145,2024-03-28,2024,3,Thursday,13,Medications,MEDI-133,2,12.02,24.04,24.04,3.61,No
TRANS-06531,1,CUST-0156,Martim,Pereira,Regular,Debit Card,Wellness Weekly,165,2024-07-27,2024,7,Saturday,10,Medications,MEDI-136,1,8.4,8.4,8.4,1.26,No
TRANS-06531,2,CUST-0156,Martim,Pereira,Regular,Debit Card,Wellness Weekly,165,2024-07-27,2024,7,Saturday,10,Dermocosmetics,DERM-190,1,37.15,37.15,37.15,14.86,No
TRANS-06531,3,CUST-0156,Martim,Pereira,Regular,Debit Card,Wellness Weekly,165,2024-07-27,2024,7,Saturday,10,Weight Loss,WEIG-163,1,33.54,33.54,33.54,16.77,No
TRANS-06534,1,CUST-0279,Beatriz,Pereira,Regular,Debit Card,Pharma Times,160,2024-10-05,2024,10,Saturday,13,Medications,MEDI-139,1,21.52,21.52,21.52,3.23,No
TRANS-06534,2,CUST-0279,Beatriz,Pereira,Regular,Debit Card,Pharma Times,160,2024-10-05,2024,10,Saturday,13,Medications,MEDI-153,1,8.27,8.27,8.27,1.24,No
TRANS-06536,1,CUST-0077,Martim,Costa,Regular,MBWay,,150,2024-05-18,2024,5,Saturday,19,Medications,MEDI-145,1,8.05,8.05,8.05,1.21,No
TRANS-06536,2,CUST-0077,Martim,Costa,Regular,MBWay,None,150,2024-05-18,2024,5,Saturday,19,Weight Loss,WEIG-186,1,23.52,23.52,19.99,10.0,Yes
TRANS-06538,1,CUST-0327,Rodrigo,Santos,Regular,Debit Card,Health Today,162,2024-05-18,2024,5,Saturday,10,Medications,MEDI-191,1,8.72,8.72,8.72,1.31,No
TRANS-06538,2,CUST-0327,Rodrigo,Santos,Regular,Debit Card,Health Today,162,2024-05-18,2024,5,Saturday,10,Medications,MEDI-171,2,17.36,34.72,34.72,5.21,No
TRANS-06540,1,CUST-0028,Leonor,Pereira,Regular,Cash,Pharma Times,172,2024-08-21,2024,8,Wednesday,16,Medications,MEDI-151,1,8.52,8.52,8.52,1.28,No
TRANS-06541,1,CUST-0300,Beatriz,Oliveira,Regular,Cash,Pharma Times,165,2024-07-23,2024,7,Tuesday,18,Weight Loss,WEIG-179,1,45.21,45.21,45.21,22.61,No
TRANS-06541,2,CUST-0300,Beatriz,Oliveira,Regular,Cash,Pharma Times,165,2024-07-23,2024,7,Tuesday,18,Weight Loss,WEIG-153,1,23.23,23.23,23.23,11.62,No
TRANS-06543,1,CUST-0288,Martim,Oliveira,Senior,MBWay,Wellness Weekly,169,2024-05-18,2024,5,Saturday,15,Dermocosmetics,DERM-161,1,15.56,15.56,15.56,6.22,No
TRANS-06544,1,CUST-0025,Beatriz,Oliveira,Parent,Credit Card,None,172,2024-07-13,2024,7,Saturday,15,Medications,MEDI-125,2,11.68,23.36,23.36,3.5,No
TRANS-06545,1,CUST-0018,Beatriz,Silva,Senior,MBWay,Health Today,166,2024-10-29,2024,10,Tuesday,12,Medications,MEDI-117,1,10.22,10.22,10.22,1.53,No
TRANS-06545,2,CUST-0018,Beatriz,Silva,Senior,MBWay,Health Today,166,2024-10-29,2024,10,Tuesday,12,Dermocosmetics,DERM-175,1,42.09,42.09,42.09,16.84,No
TRANS-06547,1,CUST-0153,Beatriz,Pereira,Senior,Credit Card,Pharma Times,161,2024-01-03,2024,1,Wednesday,18,Medications,MEDI-186,1,13.53,13.53,13.53,2.03,No
TRANS-06548,1,CUST-0272,Martim,Silva,Senior,Credit Card,None,160,2024-12-25,2024,12,Wednesday,15,Dermocosmetics,DERM-150,1,43.48,43.48,36.96,14.78,Yes
TRANS-06548,2,CUST-0272,Martim,Silva,Senior,Credit Card,None,160,2024-12-25,2024,12,Wednesday,15,Medications,MEDI-151,1,17.62,17.62,17.62,2.64,No
TRANS-06550,1,CUST-0252,Rodrigo,Oliveira,Parent,MBWay,Pharma Times,169,2024-03-29,2024,3,Friday,19,Medications,MEDI-199,1,21.99,21.99,21.99,3.3,No
TRANS-06550,2,CUST-0252,Rodrigo,Oliveira,Parent,MBWay,Pharma Times,169,2024-03-29,2024,3,Friday,19,Baby Care,BABY-159,1,6.1,6.1,6.1,1.83,No
TRANS-06552,1,CUST-0252,Rodrigo,Oliveira,Parent,MBWay,Pharma Times,169,2024-12-11,2024,12,Wednesday,17,Dermocosmetics,DERM-127,1,40.84,40.84,34.72,13.89,Yes
TRANS-06552,2,CUST-0252,Rodrigo,Oliveira,Parent,MBWay,Pharma Times,169,2024-12-11,2024,12,Wednesday,17,Baby Care,BABY-173,1,8.47,8.47,8.47,2.54,No
TRANS-06554,1,CUST-0025,Beatriz,Oliveira,Parent,Credit Card,None,172,2024-06-07,2024,6,Friday,13,Medications,MEDI-135,2,7.26,14.52,14.52,2.18,No
TRANS-06554,2,CUST-0025,Beatriz,Oliveira,Parent,Credit Card,None,172,2024-06-07,2024,6,Friday,13,Supplements,SUPP-157,1,18.76,18.76,18.76,8.44,No
TRANS-06556,1,CUST-0182,Martim,Oliveira,Regular,Credit Card,Wellness Weekly,162,2024-08-31,2024,8,Saturday,20,Dermocosmetics,DERM-110,1,17.29,17.29,17.29,6.91,No
TRANS-06557,1,CUST-0224,Beatriz,Silva,Regular,MBWay,Pharma Times,175,2024-12-14,2024,12,Saturday,18,Medications,MEDI-162,1,17.47,17.47,17.47,2.62,No
TRANS-06558,1,CUST-0321,Martim,Silva,Parent,MBWay,Health Today,182,2024-02-07,2024,2,Wednesday,19,Baby Care,BABY-133,1,5.73,5.73,5.73,1.72,No
TRANS-06558,2,CUST-0321,Martim,Silva,Parent,MBWay,Health Today,182,2024-02-07,2024,2,Wednesday,19,Dermocosmetics,DERM-136,1,34.68,34.68,29.48,11.79,Yes
TRANS-06560,1,CUST-0040,Francisco,Santos,Regular,MBWay,Wellness Weekly,173,2024-04-28,2024,4,Sunday,8,Supplements,SUPP-156,1,29.43,29.43,29.43,13.24,No
TRANS-06560,2,CUST-0040,Francisco,Santos,Regular,MBWay,Wellness Weekly,173,2024-04-28,2024,4,Sunday,8,Supplements,SUPP-177,1,24.86,24.86,24.86,11.19,No
TRANS-06562,1,CUST-0254,Francisco,Oliveira,Regular,Credit Card,Wellness Weekly,152,2024-01-30,2024,1,Tuesday,18,Supplements,SUPP-125,1,17.43,17.43,17.43,7.85,No
TRANS-06562,2,CUST-0254,Francisco,Oliveira,Regular,Credit Card,Wellness Weekly,152,2024-01-30,2024,1,Tuesday,18,Medications,MEDI-173,1,13.93,13.93,13.93,2.09,No
TRANS-06564,1,CUST-0113,Leonor,Silva,Regular,MBWay,Wellness Weekly,151,2024-05-15,2024,5,Wednesday,18,Supplements,SUPP-119,1,14.14,14.14,14.14,6.36,No
TRANS-06564,2,CUST-0113,Leonor,Silva,Regular,MBWay,,151,2024-05-15,2024,5,Wednesday,18,Medications,MEDI-186,1,16.98,16.98,16.98,2.55,No
TRANS-06566,1,CUST-0292,Rodrigo,Santos,Regular,Debit Card,Wellness Weekly,152,2024-03-09,2024,3,Saturday,8,Dermocosmetics,DERM-117,1,24.44,24.44,24.44,9.77,No
TRANS-06567,1,CUST-0228,Rodrigo,Silva,Regular,Cash,Pharma Times,190,2024-02-19,2024,2,Monday,18,Medications,MEDI-154,1,11.36,11.36,11.36,1.7,No
TRANS-06567,2,CUST-0228,Rodrigo,Silva,Regular,Cash,Pharma Times,190,2024-02-19,2024,2,Monday,18,Medications,MEDI-104,1,14.51,14.51,14.51,2.18,No
TRANS-06569,1,CUST-0293,Rodrigo,Silva,Parent,MBWay,Wellness Weekly,198,2024-07-03,2024,7,Wednesday,19,Dermocosmetics,DERM-121,1,22.98,22.98,19.54,7.81,Yes
TRANS-06569,2,CUST-0293,Rodrigo,Silva,Parent,Credit Card,Wellness Weekly,198,2024-07-03,2024,7,Wednesday,19,Baby Care,BABY-182,1,11.66,11.66,11.66,3.5,No
TRANS-06569,3,CUST-0293,Rodrigo,Silva,Parent,MB Way,Wellness Weekly,198,2024-07-03,2024,7,Wednesday,19,Medications,MEDI-191,1,12.46,12.46,12.46,1.87,No
TRANS-06569,4,CUST-0293,Rodrigo,Silva,Parent,Credit Card,Wellness Weekly,198,2024-07-03,2024,7,Wednesday,19,Medications,MEDI-140,1,12.92,12.92,12.92,1.94,No
TRANS-06573,1,CUST-0310,Rodrigo,Oliveira,Parent,Cash,Pharma Times,150,2024-09-03,2024,9,Tuesday,8,Baby Care,BABY-111,1,5.34,5.34,5.34,1.6,No
TRANS-06573,2,CUST-0310,Rodrigo,Oliveira,Parent,Cash,Pharma Times,150,2024-09-03,2024,9,Tuesday,8,Supplements,SUPP-112,1,31.41,31.41,31.41,14.13,No
TRANS-06575,1,CUST-0198,Matilde,Pereira,Regular,Cash,Pharma Times,161,2024-04-16,2024,4,Tuesday,20,Weight Loss,WEIG-131,1,53.2,53.2,45.22,22.61,Yes
TRANS-06575,2,CUST-0198,Matilde,Pereira,Regular,Cash,Pharma Times,161,2024-04-16,2024,4,Tuesday,20,Dermocosmetics,DERM-146,1,33.37,33.37,33.37,13.35,No
TRANS-06575,3,CUST-0198,Matilde,Pereira,Regular,Cash,Pharma Times,161,2024-04-16,2024,4,Tuesday,20,Supplements,SUPP-162,1,24.95,24.95,24.95,11.23,No
TRANS-06578,1,CUST-0162,Rodrigo,Pereira,Regular,Credit Card,Pharma Times,149,2024-07-26,2024,7,Friday,18,Weight Loss,WEIG-159,1,29.81,29.81,29.81,14.91,No
TRANS-06578,2,CUST-0162,Rodrigo,Pereira,Regular,Credit Card,Pharma Times,149,2024-07-26,2024,7,Friday,18,Supplements,SUPP-185,1,20.54,20.54,20.54,9.24,No
TRANS-06580,1,CUST-0226,Francisco,Silva,Senior,MBWay,None,154,2024-05-10,2024,5,Friday,15,Weight Loss,WEIG-174,1,27.69,27.69,27.69,13.85,No
TRANS-06580,2,CUST-0226,Francisco,Silva,Senior,MBWay,None,154,2024-05-10,2024,5,Friday,15,Medications,MEDI-190,2,12.9,25.79,25.79,3.87,No
TRANS-06580,3,CUST-0226,Francisco,Silva,Senior,MBWay,None,154,2024-05-10,2024,5,Friday,15,Dermocosmetics,DERM-175,1,38.54,38.54,38.54,15.41,No
TRANS-06583,1,CUST-0143,Rodrigo,Oliveira,Regular,Debit Card,Wellness Weekly,167,2024-01-07,2024,1,Sunday,11,Medications,MEDI-128,1,18.68,18.68,18.68,2.8,No
TRANS-06583,2,CUST-0143,Rodrigo,Oliveira,Regular,Debit Card,Wellness Weekly,167,2024-01-07,2024,1,Sunday,11,Medications,MEDI-121,1,21.91,21.91,21.91,3.29,No
TRANS-06585,1,CUST-0131,Leonor,Santos,Senior,Credit Card,Pharma Times,172,2024-06-29,2024,6,Saturday,9,Weight Loss,WEIG-126,1,50.53,50.53,50.53,25.26,No
TRANS-06586,1,CUST-0146,Beatriz,Silva,Parent,Cash,,165,2024-05-26,2024,5,Sunday,11,Dermocosmetics,DERM-189,1,18.6,18.6,18.6,7.44,No
TRANS-06586,2,CUST-0146,Beatriz,Silva,Parent,Cash,Pharma Times,165,2024-05-26,2024,5,Sunday,11,Supplements,SUPP-152,1,13.33,13.33,13.33,6.0,No
TRANS-06588,1,CUST-0293,Rodrigo,Silva,Parent,Credit Card,Wellness Weekly,198,2024-09-20,2024,9,Friday,13,Supplements,SUPP-125,1,25.42,25.42,25.42,11.44,No
TRANS-06588,2,CUST-0293,Rodrigo,Silva,Parent,Credit Card,Wellness Weekly,198,2024-09-20,2024,9,Friday,13,Medications,MEDI-107,1,14.53,14.53,14.53,2.18,No
TRANS-06590,1,CUST-0317,Rodrigo,Pereira,Regular,Cash,Pharma Times,170,2024-10-14,2024,10,Monday,20,Supplements,SUPP-125,1,14.51,14.51,14.51,6.53,No
TRANS-06590,2,CUST-0317,Rodrigo,Pereira,Regular,Cash,Pharma Times,170,2024-10-14,2024,10,Monday,20,Medications,MEDI-138,1,7.86,7.86,7.86,1.18,No
TRANS-06592,1,CUST-0305,Francisco,Costa,Regular,Credit Card,Pharma Times,156,2024-12-07,2024,12,Saturday,11,Medications,MEDI-111,2,10.4,20.81,20.81,3.12,No
TRANS-06593,1,CUST-0212,Matilde,Oliveira,Parent,MBWay,Health Today,165,2024-06-29,2024,6,Saturday,10,Baby Care,BABY-127,1,9.61,9.61,9.61,2.88,No
TRANS-06594,1,CUST-0017,Martim,Pereira,Parent,Credit Card,Health Today,187,2024-01-19,2024,1,Friday,15,Medications,MEDI-142,1,15.08,15.08,15.08,2.26,No
TRANS-06594,2,CUST-0017,Martim,Pereira,Parent,Credit Card,Health Today,187,2024-01-19,2024,1,Friday,15,Medications,MEDI-198,1,7.26,7.26,7.26,1.09,No
TRANS-06596,1,CUST-0026,Beatriz,Oliveira,Parent,Credit Card,Pharma Times,155,2024-09-11,2024,9,Wednesday,10,Medications,MEDI-146,1,20.53,20.53,20.53,3.08,No
TRANS-06597,1,CUST-0170,Beatriz,Silva,Regular,MBWay,Health Today,173,2024-01-31,2024,1,Wednesday,10,Medications,MEDI-185,1,10.17,10.17,10.17,1.53,No
TRANS-06598,1,CUST-0166,Matilde,Costa,Senior,MBWay,Health Today,173,2024-05-19,2024,5,Sunday,20,Supplements,SUPP-148,1,31.22,31.22,31.22,14.05,No
TRANS-06598,2,CUST-0166,Matilde,Costa,Senior,MBWay,Health Today,173,2024-05-19,2024,5,Sunday,20,Supplements,SUPP-136,1,27.51,27.51,23.38,10.52,Yes
TRANS-06600,1,CUST-0312,Rodrigo,Costa,Regular,Credit Card,Wellness Weekly,175,2024-06-01,2024,6,Saturday,15,Supplements,SUPP-123,1,15.99,15.99,15.99,7.19,No
TRANS-06600,2,CUST-0312,Rodrigo,Costa,Regular,Credit Card,Wellness Weekly,175,2024-06-01,2024,6,Saturday,15,Supplements,SUPP-106,1,24.22,24.22,24.22,10.9,No
TRANS-06602,1,CUST-0300,Beatriz,Oliveira,Regular,Cash,Pharma Times,165,2024-06-13,2024,6,Thursday,20,Medications,MEDI-101,1,21.86,21.86,21.86,3.28,No
TRANS-06603,1,CUST-0052,Matilde,Santos,Parent,Debit Card,Wellness Weekly,178,2024-03-15,2024,3,Friday,19,Medications,MEDI-197,1,8.45,8.45,8.45,1.27,No
TRANS-06603,2,CUST-0052,Matilde,Santos,Parent,Debit Card,Wellness Weekly,178,2024-03-15,2024,3,Friday,19,Medications,MEDI-144,1,12.35,12.35,12.35,1.85,No
TRANS-06605,1,CUST-0315,Martim,Oliveira,Parent,Cash,Health Today,154,2024-07-07,2024,7,Sunday,16,Medications,MEDI-174,1,20.7,20.7,20.7,3.1,No
TRANS-06606,1,CUST-0036,Beatriz,Silva,Regular,Cash,Pharma Times,181,2024-11-07,2024,11,Thursday,16,Supplements,SUPP-189,1,21.67,21.67,21.67,9.75,No
TRANS-06606,2,CUST-0036,Beatriz,Silva,Regular,Cash,Pharma Times,181,2024-11-07,2024,11,Thursday,16,Medications,MEDI-144,1,19.02,19.02,19.02,2.85,No
TRANS-06608,1,CUST-0195,Martim,Costa,Senior,Cash,None,173,2024-01-24,2024,1,Wednesday,19,Medications,MEDI-116,1,8.64,8.64,8.64,1.3,No
TRANS-06609,1,CUST-0241,Martim,Costa,Regular,Cash,Wellness Weekly,168,2024-01-01,2024,1,Monday,13,Medications,MEDI-127,1,7.66,7.66,7.66,1.15,No
