TransactionID,LineItemID,CustomerID,FirstName,LastName,CustomerSegment,LaptopBrand,FavoriteMusic,SaleDate,Year,Month,DayOfWeek,Hour,TimeOfDay,ProductCategory,ProductID,UnitsSold,UnitPrice,PreDiscountRevenue,Revenue,OfferUsed,Location
TRANS-05517,1,CUST-0066,Francisco,Fernandes,Student,HP,Electronic,2024-02-17,2024,2,Saturday,13,Lunchtime,Sandwich,SAND-161,2,5.02,10.04,10.04,No,Downtown
TRANS-05517,2,CUST-0066,Francisco,Fernandes,Student,HP,Electronic,2024-02-17,2024,2,Saturday,13,Lunchtime,Sandwich,SAND-133,2,5.63,11.27,11.27,No,Downtown
TRANS-05519,1,CUST-0084,Mariana,Martins,Regular,None,Fado,2024-10-15,2024,10,Tuesday,14,Afternoon,Hot Drink,HOT -111,1,2.02,2.02,2.02,No,Downtown
TRANS-05520,1,CUST-0161,Carolina,Martins,Tourist,HP,Fado,2024-03-16,2024,3,Saturday,18,Afternoon,Cold Drink,COLD-166,1,2.57,2.57,2.57,No,Downtown
TRANS-05520,2,CUST-0161,Carolina,Martins,Tourist,HP,Fado,2024-03-16,2024,3,Saturday,18,Afternoon,Hot Drink,HOT -174,1,2.24,2.24,1.9,Yes,Downtown
TRANS-05522,1,CUST-0147,Sofia,Gomes,Regular,Dell,Indie,2024-08-06,2024,8,Tuesday,20,Afternoon,Pastry,PAST-148,1,2.49,2.49,2.49,No,Downtown
TRANS-05523,1,CUST-0322,Miguel,Sousa,Student,HP,Indie,2024-12-06,2024,12,Friday,20,Afternoon,Cold Drink,COLD-117,1,3.21,3.21,3.21,No,Downtown
TRANS-05523,2,CUST-0322,Miguel,Sousa,Student,HP,Indie,2024-12-06,2024,12,Friday,20,Afternoon,Cold Drink,COLD-120,1,2.94,2.94,2.94,No,Downtown
TRANS-05523,3,CUST-0322,Miguel,Sousa,Student,HP,Indie,2024-12-06,2024,12,Friday,20,Afternoon,Pastry,PAST-154,1,2.34,2.34,2.34,No,Downtown
TRANS-05526,1,CUST-0080,Carolina,Fernandes,Student,HP,Fado,2024-01-20,2024,1,Saturday,14,Afternoon,Cold Drink,COLD-154,2,3.02,6.04,6.04,No,Downtown
TRANS-05526,2,CUST-0080,Carolina,Fernandes,Student,HP,Fado,2024-01-20,2024,1,Saturday,14,Afternoon,Cold Drink,COLD-154,1,4.36,4.36,4.36,No,Downtown
TRANS-05528,1,CUST-0216,Tiago,Martins,Regular,Apple,Electronic,2024-09-10,2024,9,Tuesday,8,Morning,Hot Drink,HOT -125,1,2.07,2.07,1.76,Yes,Downtown
TRANS-05528,2,CUST-0216,Tiago,Martins,Regular,Apple,Electronic,2024-09-10,2024,9,Tuesday,8,Morning,Pastry,PAST-107,2,1.55,3.1,2.64,Yes,Downtown
TRANS-05530,1,CUST-0192,Francisco,Martins,Regular,None,Indie,2024-07-05,2024,7,Friday,15,Afternoon,Cold Drink,COLD-146,2,3.52,7.03,7.03,No,Downtown
TRANS-05531,1,CUST-0271,Sofia,Gomes,Regular,Lenovo,Indie,2024-03-07,2024,3,Thursday,13,Lunchtime,Hot Drink,HOT -190,1,2.38,2.38,2.38,No,Campus
TRANS-05532,1,CUST-0106,Sofia,Gomes,Regular,Lenovo,Fado,2024-08-22,2024,8,Thursday,9,Morning,Pastry,PAST-114,2,2.27,4.54,3.86,Yes,Downtown
TRANS-05532,2,CUST-0106,Sofia,Gomes,Regular,Lenovo,Fado,2024-08-22,2024,8,Thursday,9,Morning,Pastry,PAST-187,1,2.45,2.45,2.09,Yes,Campus
TRANS-05534,1,CUST-0180,Tiago,Oliveira,Regular,Dell,Electronic,2024-12-22,2024,12,Sunday,18,Afternoon,Hot Drink,HOT -152,1,3.03,3.03,3.03,No,Downtown
TRANS-05535,1,CUST-0242,Francisco,Goncalves,Regular,HP,Fado,2024-10-06,2024,10,Sunday,9,Morning,Pastry,PAST-165,1,2.3,2.3,1.96,Yes,Downtown
TRANS-05536,1,CUST-0259,Francisco,Goncalves,Regular,None,Indie,2024-02-15,2024,2,Thursday,13,Lunchtime,Sandwich,SAND-171,2,3.86,7.72,7.72,No,Downtown
TRANS-05537,1,CUST-0323,Mariana,Goncalves,Tourist,Dell,Pop,2024-08-07,2024,8,Wednesday,10,Morning,Sandwich,SAND-131,1,4.9,4.9,4.9,No,Downtown
TRANS-05538,1,CUST-0137,Mariana,Goncalves,Tourist,HP,Indie,2024-01-30,2024,1,Tuesday,16,Afternoon,Hot Drink,HOT -183,1,2.86,2.86,2.86,No,Downtown
TRANS-05538,2,CUST-0137,Mariana,Goncalves,Tourist,HP,Indie,2024-01-30,2024,1,Tuesday,16,Afternoon,Hot Drink,HOT -162,1,3.29,3.29,3.29,No,Downtown
TRANS-05540,1,CUST-0091,Tiago,Rodrigues,Tourist,HP,Indie,2024-02-24,2024,2,Saturday,8,Morning,Sandwich,SAND-107,1,4.28,4.28,4.28,No,Downtown
TRANS-05541,1,CUST-0250,Carolina,Gomes,Student,HP,Indie,2024-12-27,2024,12,Friday,20,Afternoon,Pastry,PAST-109,1,2.25,2.25,2.25,No,Downtown
TRANS-05542,1,CUST-0023,Sofia,Gomes,Regular,Lenovo,Electronic,2024-08-10,2024,8,Saturday,18,Afternoon,Pastry,PAST-143,1,2.02,2.02,2.02,No,Downtown
TRANS-05543,1,CUST-0303,Francisco,Fernandes,Tourist,HP,Fado,2024-01-20,2024,1,Saturday,20,Afternoon,Pastry,PAST-108,1,1.94,1.94,1.94,No,Downtown
TRANS-05544,1,CUST-0003,Mariana,Martins,Regular,Lenovo,Pop,2024-10-04,2024,10,Friday,14,Afternoon,Pastry,PAST-109,1,1.8,1.8,1.8,No,Downtown
TRANS-05545,1,CUST-0106,Sofia,Gomes,Regular,Lenovo,Fado,2024-10-28,2024,10,Monday,9,Morning,Sandwich,SAND-107,1,6.08,6.08,6.08,No,Downtown
TRANS-05546,1,CUST-0325,Francisco,Goncalves,Tourist,Lenovo,Fado,2024-05-30,2024,5,Thursday,10,Morning,Sandwich,SAND-128,1,6.39,6.39,6.39,No,Downtown
TRANS-05547,1,CUST-0100,Sofia,Oliveira,Tourist,Dell,Pop,2024-08-16,2024,8,Friday,18,Afternoon,Sandwich,SAND-155,2,4.21,8.42,8.42,No,Downtown
TRANS-05548,1,CUST-0141,Tiago,Gomes,Regular,None,Indie,2024-08-29,2024,8,Thursday,8,Morning,Hot Drink,HOT -112,1,2.59,2.59,2.59,No,Downtown
TRANS-05549,1,CUST-0010,Ana,Gomes,Student,Apple,Indie,2024-07-08,2024,7,Monday,14,Afternoon,Sandwich,SAND-191,1,6.45,6.45,6.45,No,Downtown
TRANS-05550,1,CUST-0320,Tiago,Gomes,Regular,Apple,Fado,2024-03-06,2024,3,Wednesday,14,Afternoon,Hot Drink,HOT -150,1,3.34,3.34,3.34,No,Downtown
TRANS-05551,1,CUST-0199,Francisco,Sousa,Student,HP,Fado,2024-03-09,2024,3,Saturday,8,Morning,Sandwich,SAND-113,1,4.2,4.2,4.2,No,Downtown
TRANS-05552,1,CUST-0073,Tiago,Oliveira,Regular,None,Pop,2024-02-22,2024,2,Thursday,12,Lunchtime,Hot Drink,HOT -192,1,2.75,2.75,2.75,No,Downtown
TRANS-05553,1,CUST-0118,Ana,Rodrigues,Regular,HP,Fado,2024-01-16,2024,1,Tuesday,10,Morning,Hot Drink,HOT -191,1,2.59,2.59,2.2,Yes,Downtown
TRANS-05554,1,CUST-0068,Tiago,Martins,Student,None,Fado,2024-09-14,2024,9,Saturday,9,Morning,Sandwich,SAND-111,1,4.11,4.11,4.11,No,Downtown
TRANS-05554,2,CUST-0068,Tiago,Martins,Student,None,Fado,2024-09-14,2024,9,Saturday,9,Morning,Sandwich,SAND-176,1,5.06,5.06,5.06,No,Downtown
TRANS-05554,3,CUST-0068,Tiago,Martins,Student,None,Fado,2024-09-14,2024,9,Saturday,9,Morning,Hot Drink,HOT -143,1,2.88,2.88,2.45,Yes,Downtown
TRANS-05557,1,CUST-0099,Ana,Rodrigues,Student,HP,Fado,2024-06-27,2024,6,Thursday,16,Afternoon,Pastry,PAST-124,2,1.75,3.5,3.5,No,Downtown
TRANS-05558,1,CUST-0145,Tiago,Oliveira,Regular,HP,Indie,2024-08-16,2024,8,Friday,16,Afternoon,Hot Drink,HOT -167,1,2.79,2.79,2.79,No,Downtown
TRANS-05558,2,CUST-0145,Tiago,Oliveira,Regular,HP,Indie,2024-08-16,2024,8,Friday,16,Afternoon,Hot Drink,HOT -119,1,3.03,3.03,3.03,No,Downtown
TRANS-05560,1,CUST-0064,Miguel,Goncalves,Student,HP,Pop,2024-11-07,2024,11,Thursday,16,Afternoon,Sandwich,SAND-164,1,5.67,5.67,5.67,No,Downtown
TRANS-05561,1,CUST-0110,Mariana,Martins,Student,Apple,Pop,2024-10-17,2024,10,Thursday,9,Morning,Sandwich,SAND-163,1,5.79,5.79,4.92,Yes,Downtown
TRANS-05561,2,CUST-0110,Mariana,Martins,Student,Apple,Pop,2024-10-17,2024,10,Thursday,9,Morning,Pastry,PAST-171,2,2.14,4.29,3.64,Yes,Downtown
TRANS-05561,3,CUST-0110,Mariana,Martins,Student,Apple,Pop,2024-10-17,2024,10,Thursday,9,Morning,Cold Drink,COLD-129,1,3.91,3.91,3.91,No,Downtown
TRANS-05564,1,CUST-0235,Tiago,Fernandes,Regular,Lenovo,Indie,2024-06-12,2024,6,Wednesday,12,Lunchtime,Pastry,PAST-112,1,2.38,2.38,2.38,No,Downtown
TRANS-05565,1,CUST-0242,Francisco,Goncalves,Regular,HP,Fado,2024-01-26,2024,1,Friday,13,Lunchtime,Pastry,PAST-141,1,1.78,1.78,1.78,No,Downtown
TRANS-05566,1,CUST-0172,Carolina,Rodrigues,Student,Lenovo,Fado,2024-12-18,2024,12,Wednesday,12,Lunchtime,Cold Drink,COLD-163,1,2.88,2.88,2.88,No,Downtown
TRANS-05566,2,CUST-0172,Carolina,Rodrigues,Student,Lenovo,Fado,2024-12-18,2024,12,Wednesday,12,Lunchtime,Pastry,PAST-138,1,2.42,2.42,2.42,No,Downtown
TRANS-05566,3,CUST-0172,Carolina,Rodrigues,Student,Lenovo,Fado,2024-12-18,2024,12,Wednesday,12,Lunchtime,Sandwich,SAND-154,2,5.36,10.72,10.72,No,Downtown
TRANS-05569,1,CUST-0245,Francisco,Martins,Tourist,Dell,Fado,2024-01-18,2024,1,Thursday,20,Afternoon,Sandwich,SAND-121,2,4.4,8.8,8.8,No,Downtown
TRANS-05570,1,CUST-0315,Carolina,Gomes,Student,HP,Electronic,2024-03-01,2024,3,Friday,12,Lunchtime,Cold Drink,COLD-187,1,3.88,3.88,3.3,Yes,Downtown
TRANS-05570,2,CUST-0315,Carolina,Gomes,Student,HP,Electronic,2024-03-01,2024,3,Friday,12,Lunchtime,Hot Drink,HOT -113,1,2.83,2.83,2.83,No,Downtown
TRANS-05572,1,CUST-0264,Tiago,Gomes,Regular,Lenovo,Indie,2024-10-16,2024,10,Wednesday,14,Afternoon,Hot Drink,HOT -164,1,3.11,3.11,3.11,No,Downtown
TRANS-05573,1,CUST-0196,Francisco,Martins,Tourist,None,Indie,2024-01-06,2024,1,Saturday,8,Morning,Cold Drink,COLD-136,1,4.4,4.4,4.4,No,Downtown
TRANS-05573,2,CUST-0196,Francisco,Martins,Tourist,None,Indie,2024-01-06,2024,1,Saturday,8,Morning,Sandwich,SAND-197,1,4.53,4.53,4.53,No,Downtown
TRANS-05573,3,CUST-0196,Francisco,Martins,Tourist,None,Indie,2024-01-06,2024,1,Saturday,8,Morning,Hot Drink,HOT -178,1,2.74,2.74,2.33,Yes,Downtown
TRANS-05576,1,CUST-0190,Tiago,Martins,Student,None,Fado,2024-04-27,2024,4,Saturday,15,Afternoon,Hot Drink,HOT -128,1,2.25,2.25,2.25,No,Downtown
TRANS-05576,2,CUST-0190,Tiago,Martins,student,,Fado,2024-04-27,2024,4,Saturday,15,Afternoon,Pastry,PAST-151,1,2.19,2.19,2.19,No,Downtown
TRANS-05576,3,CUST-0190,Tiago,Martins,Student,None,Fado,2024-04-27,2024,4,Saturday,15,Afternoon,Hot Drink,HOT -145,1,2.22,2.22,2.22,No,Downtown
TRANS-05579,1,CUST-0160,Miguel,Oliveira,Regular,HP,Electronic,2024-05-20,2024,5,Monday,17,Afternoon,Pastry,PAST-161,2,1.62,3.24,3.24,No,Downtown
TRANS-05579,2,CUST-0160,Miguel,Oliveira,Regular,HP,Electronic,2024-05-20,2024,5,Monday,17,Afternoon,Pastry,PAST-121,2,2.09,4.18,4.18,No,Downtown
TRANS-05579,3,CUST-0160,Miguel,Oliveira,Regular,HP,Electronic,2024-05-20,2024,5,Monday,17,Afternoon,Hot Drink,HOT -110,1,3.33,3.33,3.33,No,Downtown
TRANS-05582,1,CUST-0124,Carolina,Goncalves,Tourist,Dell,Pop,2024-08-01,2024,8,Thursday,17,Afternoon,Sandwich,SAND-121,1,3.64,3.64,3.64,No,Downtown
TRANS-05583,1,CUST-0297,Francisco,Oliveira,Regular,Apple,Fado,2024-02-19,2024,2,Monday,20,Afternoon,Hot Drink,HOT -119,2,3.08,6.16,6.16,No,Downtown
TRANS-05584,1,CUST-0262,Sofia,Martins,Regular,Dell,Electronic,2024-07-10,2024,7,Wednesday,11,Lunchtime,Cold Drink,COLD-140,1,2.6,2.6,2.6,No,Downtown
TRANS-05584,2,CUST-0262,Sofia,Martins,Regular,Dell,Electronic,2024-07-10,2024,7,Wednesday,11,Lunchtime,Pastry,PAST-177,1,1.52,1.52,1.52,No,Downtown
TRANS-05584,3,CUST-0262,Sofia,Martins,Regular,Dell,Electronic,2024-07-10,2024,7,Wednesday,11,Lunchtime,Hot Drink,HOT -174,1,2.76,2.76,2.76,No,Downtown
TRANS-05587,1,CUST-0312,Mariana,Sousa,Regular,None,Electronic,2024-08-29,2024,8,Thursday,8,Morning,Sandwich,SAND-156,1,3.61,3.61,3.61,No,Downtown
TRANS-05588,1,CUST-0106,Sofia,Gomes,Regular,Lenovo,Fado,2024-09-09,2024,9,Monday,12,Lunchtime,Pastry,PAST-171,1,2.33,2.33,2.33,No,Downtown
TRANS-05588,2,CUST-0106,Sofia,Gomes,Regular,Lenovo,Fado,2024-09-09,2024,9,Monday,12,Lunchtime,Hot Drink,HOT -172,1,2.64,2.64,2.64,No,Downtown
TRANS-05590,1,CUST-0114,Carolina,Fernandes,Regular,Dell,Pop,2024-09-08,2024,9,Sunday,14,Afternoon,Hot Drink,HOT -178,1,2.6,2.6,2.6,No,Downtown
TRANS-05591,1,CUST-0004,Mariana,Gomes,Regular,None,Fado,2024-06-18,2024,6,Tuesday,19,Afternoon,Hot Drink,HOT -174,1,2.97,2.97,2.97,No,Downtown
TRANS-05591,2,CUST-0004,Mariana,Gomes,Regular,None,Fado,2024-06-18,2024,6,Tuesday,19,Afternoon,Cold Drink,COLD-115,1,2.55,2.55,2.55,No,Downtown
TRANS-05593,1,CUST-0342,Miguel,Rodrigues,Tourist,Dell,Fado,2024-06-02,2024,6,Sunday,20,Afternoon,Cold Drink,COLD-163,1,4.47,4.47,4.47,No,Downtown
TRANS-05593,2,CUST-0342,Miguel,Rodrigues,Tourist,Dell,Fado,2024-06-02,2024,6,Sunday,20,Afternoon,Cold Drink,COLD-142,2,3.98,7.96,6.76,Yes,Downtown
TRANS-05595,1,CUST-0168,Tiago,Martins,Regular,None,Indie,2024-02-22,2024,2,Thursday,13,Lunchtime,Sandwich,SAND-175,2,3.54,7.08,7.08,No,Downtown
TRANS-05596,1,CUST-0032,Sofia,Ferreira,Regular,Dell,Indie,2024-05-04,2024,5,Saturday,13,Lunchtime,Cold Drink,COLD-154,1,4.49,4.49,4.49,No,Downtown
TRANS-05596,2,CUST-0032,Sofia,Ferreira,Regular,Dell,Indie,2024-05-04,2024,5,Saturday,13,Lunchtime,Hot Drink,HOT -160,1,3.34,3.34,3.34,No,Downtown
TRANS-05596,3,CUST-0032,Sofia,Ferreira,Regular,Dell,Indie,2024-05-04,2024,5,Saturday,13,Lunchtime,Pastry,PAST-110,1,1.86,1.86,1.58,Yes,Downtown
TRANS-05599,1,CUST-0030,Ana,Ferreira,Regular,Dell,Fado,2024-11-02,2024,11,Saturday,9,Morning,Hot Drink,HOT -163,2,3.46,6.92,6.92,No,Downtown
TRANS-05600,1,CUST-0318,Tiago,Fernandes,Regular,Apple,Fado,2024-11-17,2024,11,Sunday,13,Lunchtime,Pastry,PAST-132,1,2.06,2.06,2.06,No,Downtown
TRANS-05601,1,CUST-0050,Francisco,Fernandes,Student,,Indie,2024-08-24,2024,8,Saturday,15,Afternoon,Cold Drink,COLD-196,1,3.62,3.62,3.62,No,Downtown
TRANS-05601,2,CUST-0050,Francisco,Fernandes,Student,None,Indie,2024-08-24,2024,8,Saturday,15,Afternoon,Hot Drink,HOT -172,1,2.71,2.71,2.71,No,Downtown
TRANS-05603,1,CUST-0227,Mariana,Oliveira,Regular,None,Electronic,2024-07-05,2024,7,Friday,18,Afternoon,Hot Drink,HOT -128,1,3.02,3.02,3.02,No,Downtown
TRANS-05604,1,CUST-0061,Tiago,Sousa,Student,HP,Fado,2024-07-04,2024,7,Thursday,19,Afternoon,Pastry,PAST-138,1,2.49,2.49,2.49,No,Downtown
TRANS-05605,1,CUST-0033,Tiago,Fernandes,Regular,Lenovo,Indie,2024-08-03,2024,8,Saturday,12,Lunchtime,Hot Drink,HOT -128,1,3.03,3.03,3.03,No,Downtown
TRANS-05605,2,CUST-0033,Tiago,Fernandes,Regular,Lenovo,Indie,2024-08-03,2024,8,Saturday,12,Lunchtime,Hot Drink,HOT -176,1,2.78,2.78,2.78,No,Downtown
TRANS-05607,1,CUST-0121,Sofia,Martins,Regular,None,Electronic,2024-07-16,2024,7,Tuesday,20,Afternoon,Sandwich,SAND-160,2,3.62,7.24,7.24,No,Downtown
TRANS-05607,2,CUST-0121,Sofia,Martins,Regular,None,Electronic,2024-07-16,2024,7,Tuesday,20,Afternoon,Sandwich,SAND-159,2,3.82,7.63,7.63,No,Downtown
TRANS-05609,1,CUST-0283,Francisco,Sousa,Student,Dell,Fado,2024-10-07,2024,10,Monday,14,Afternoon,Pastry,PAST-171,1,2.27,2.27,2.27,No,Downtown
TRANS-05610,1,CUST-0252,Diogo,Gomes,Regular,HP,Pop,2024-06-29,2024,6,Saturday,15,Afternoon,Hot Drink,HOT -113,1,3.5,3.5,3.5,No,Downtown
TRANS-05611,1,CUST-0280,Francisco,Rodrigues,Student,None,Electronic,2024-08-23,2024,8,Friday,10,Morning,Cold Drink,COLD-182,1,2.89,2.89,2.89,No,Downtown
TRANS-05611,2,CUST-0280,Francisco,Rodrigues,Student,,Electronic,2024-08-23,2024,8,Friday,10,Morning,Sandwich,SAND-188,1,5.58,5.58,5.58,No,Downtown
TRANS-05611,3,CUST-0280,Francisco,Rodrigues,Student,None,Electronic,2024-08-23,2024,8,Friday,10,Morning,Cold Drink,COLD-145,2,4.16,8.32,8.32,No,Downtown
TRANS-05614,1,CUST-0209,Mariana,Rodrigues,Regular,Dell,Fado,2024-11-28,2024,11,Thursday,9,Morning,Hot Drink,HOT -149,2,2.83,5.66,4.81,Yes,Downtown
TRANS-05614,2,CUST-0209,Mariana,Rodrigues,Regular,Dell,Fado,2024-11-28,2024,11,Thursday,9,Morning,Pastry,PAST-113,1,1.7,1.7,1.7,No,Downtown
TRANS-05614,3,CUST-0209,Mariana,Rodrigues,Regular,Dell,Fado,2024-11-28,2024,11,Thursday,9,Morning,Hot Drink,HOT -101,2,3.27,6.54,5.56,Yes,Downtown
TRANS-05617,1,CUST-0105,Ana,Oliveira,Tourist,HP,Fado,2024-03-23,2024,3,Saturday,10,Morning,Hot Drink,HOT -103,1,2.6,2.6,2.21,Yes,Downtown
TRANS-05617,2,CUST-0105,Ana,Oliveira,Tourist,HP,Fado,2024-03-23,2024,3,Saturday,10,Morning,Cold Drink,COLD-103,1,3.36,3.36,3.36,No,Downtown
TRANS-05617,3,CUST-0105,Ana,Oliveira,Tourist,HP,Fado,2024-03-23,2024,3,Saturday,10,Morning,Pastry,PAST-123,2,2.0,4.0,3.4,Yes,Downtown
TRANS-05620,1,CUST-0214,Sofia,Rodrigues,Student,,Indie,2024-02-13,2024,2,Tuesday,17,Afternoon,Sandwich,SAND-181,1,3.75,3.75,3.75,No,Downtown
TRANS-05620,2,CUST-0214,Sofia,Rodrigues,Student,None,Indie,2024-02-13,2024,2,Tuesday,17,Afternoon,Sandwich,SAND-104,1,5.01,5.01,5.01,No,Downtown
TRANS-05622,1,CUST-0342,Miguel,Rodrigues,Tourist,Dell,Fado,2024-12-23,2024,12,Monday,10,Morning,Pastry,PAST-177,2,2.22,4.44,3.78,Yes,Downtown
TRANS-05623,1,CUST-0262,Sofia,Martins,Regular,Dell,Electronic,2024-12-17,2024,12,Tuesday,8,Morning,Hot Drink,HOT -123,1,3.14,3.14,2.67,Yes,Downtown
TRANS-05623,2,CUST-0262,Sofia,Martins,Regular,Dell,Electronic,2024-12-17,2024,12,Tuesday,8,Morning,Hot Drink,HOT -184,1,3.25,3.25,3.25,No,Downtown
TRANS-05625,1,CUST-0287,Mariana,Ferreira,Student,None,Electronic,2024-01-28,2024,1,Sunday,11,Lunchtime,Pastry,PAST-110,1,2.13,2.13,2.13,No,Downtown
TRANS-05625,2,CUST-0287,Mariana,Ferreira,Student,None,Electronic,2024-01-28,2024,1,Sunday,11,Lunchtime,Cold Drink,COLD-121,1,3.36,3.36,3.36,No,Downtown
TRANS-05625,3,CUST-0287,Mariana,Ferreira,Student,None,Electronic,2024-01-28,2024,1,Sunday,11,Lunchtime,Cold Drink,COLD-183,1,2.67,2.67,2.67,No,Downtown
TRANS-05628,1,CUST-0227,Mariana,Oliveira,Regular,None,Electronic,2024-08-24,2024,8,Saturday,10,Morning,Cold Drink,COLD-175,1,3.79,3.79,3.79,No,Downtown
TRANS-05629,1,CUST-0177,Carolina,Rodrigues,Tourist,Apple,Pop,2024-08-27,2024,8,Tuesday,16,Afternoon,Cold Drink,COLD-126,2,4.46,8.92,8.92,No,Downtown
TRANS-05629,2,CUST-0177,Carolina,Rodrigues,Tourist,Apple,Pop,2024-08-27,2024,8,Tuesday,16,Afternoon,Pastry,PAST-168,1,1.72,1.72,1.72,No,Downtown
TRANS-05631,1,CUST-0167,Tiago,Gomes,Regular,Dell,Fado,2024-12-19,2024,12,Thursday,11,Lunchtime,Cold Drink,COLD-120,1,2.78,2.78,2.78,No,Downtown
TRANS-05632,1,CUST-0025,Sofia,Fernandes,Tourist,HP,Indie,2024-01-21,2024,1,Sunday,9,Morning,Hot Drink,HOT -182,1,2.96,2.96,2.51,Yes,Campus
TRANS-05632,2,CUST-0025,Sofia,Fernandes,Tourist,HP,Indie,2024-01-21,2024,1,Sunday,9,Morning,Hot Drink,HOT -124,1,2.37,2.37,2.37,No,Downtown
TRANS-05632,3,CUST-0025,Sofia,Fernandes,Tourist,HP,Indie,2024-01-21,2024,1,Sunday,9,Morning,Cold Drink,COLD-103,1,3.55,3.55,3.55,No,Downtown
TRANS-05635,1,CUST-0288,Tiago,Oliveira,Tourist,HP,Electronic,2024-12-02,2024,12,Monday,8,Morning,Pastry,PAST-110,1,1.67,1.67,1.42,Yes,Downtown
TRANS-05635,2,CUST-0288,Tiago,Oliveira,Tourist,HP,Electronic,2024-12-02,2024,12,Monday,8,Morning,Pastry,PAST-118,1,1.7,1.7,1.44,Yes,Downtown
TRANS-05637,1,CUST-0350,Mariana,Martins,Tourist,Dell,Electronic,2024-07-31,2024,7,Wednesday,13,Lunchtime,Sandwich,SAND-117,2,3.79,7.57,7.57,No,Downtown
TRANS-05637,2,CUST-0350,Mariana,Martins,Tourist,Dell,Electronic,2024-07-31,2024,7,Wednesday,13,Lunchtime,Cold Drink,COLD-110,1,4.11,4.11,3.49,Yes,Downtown
TRANS-05639,1,CUST-0140,Carolina,Goncalves,Student,HP,Pop,2024-06-19,2024,6,Wednesday,10,Morning,Sandwich,SAND-107,1,5.61,5.61,5.61,No,Downtown
TRANS-05639,2,CUST-0140,Carolina,Goncalves,Student,HP,Pop,2024-06-19,2024,6,Wednesday,10,Morning,Pastry,PAST-105,1,2.08,2.08,1.77,Yes,Downtown
TRANS-05641,1,CUST-0035,Mariana,Oliveira,Student,None,Pop,2024-11-07,2024,11,Thursday,18,Afternoon,Sandwich,SAND-193,1,4.46,4.46,4.46,No,Downtown
TRANS-05641,2,CUST-0035,Mariana,Oliveira,Student,None,Pop,2024-11-07,2024,11,Thursday,18,Afternoon,Sandwich,SAND-104,2,4.61,9.23,9.23,No,Downtown
TRANS-05641,3,CUST-0035,Mariana,Oliveira,Student,None,Pop,2024-11-07,2024,11,Thursday,18,Afternoon,Cold Drink,COLD-116,1,3.89,3.89,3.3,Yes,Downtown
TRANS-05644,1,CUST-0166,Tiago,Fernandes,Tourist,Apple,Electronic,2024-01-12,2024,1,Friday,18,Afternoon,Cold Drink,COLD-190,1,2.83,2.83,2.83,No,Downtown
TRANS-05644,2,CUST-0166,Tiago,Fernandes,Tourist,Apple,Electronic,2024-01-12,2024,1,Friday,18,Afternoon,Cold Drink,COLD-121,1,3.19,3.19,3.19,No,Downtown
TRANS-05646,1,CUST-0039,Sofia,Gomes,Regular,Apple,Indie,2024-02-28,2024,2,Wednesday,10,Morning,Pastry,PAST-165,2,2.27,4.53,3.85,Yes,Downtown
TRANS-05646,2,CUST-0039,Sofia,Gomes,Regular,Apple,Indie,2024-02-28,2024,2,Wednesday,10,Morning,Cold Drink,COLD-143,1,3.54,3.54,3.54,No,Downtown
TRANS-05648,1,CUST-0203,Mariana,Ferreira,Regular,HP,Fado,2024-08-27,2024,8,Tuesday,20,Afternoon,Hot Drink,HOT -106,1,2.08,2.08,2.08,No,Downtown
TRANS-05648,2,CUST-0203,Mariana,Ferreira,Regular,HP,Fado,2024-08-27,2024,8,Tuesday,20,Afternoon,Hot Drink,HOT -163,1,2.01,2.01,2.01,No,Downtown
TRANS-05648,3,CUST-0203,Mariana,Ferreira,Regular,HP,Fado,2024-08-27,2024,8,Tuesday,20,Afternoon,Pastry,PAST-179,1,1.78,1.78,1.78,No,Downtown
TRANS-05651,1,CUST-0124,Carolina,Goncalves,Tourist,Dell,Pop,2024-09-09,2024,9,Monday,9,Morning,Pastry,PAST-177,2,1.78,3.55,3.02,Yes,Downtown
TRANS-05652,1,CUST-0057,Carolina,Rodrigues,Tourist,Apple,Indie,2024-06-04,2024,6,Tuesday,9,Morning,Sandwich,SAND-133,1,5.11,5.11,5.11,No,Downtown
TRANS-05653,1,CUST-0062,Ana,Rodrigues,Tourist,Apple,Fado,2024-09-10,2024,9,Tuesday,13,Lunchtime,Sandwich,SAND-197,2,3.63,7.25,7.25,No,Downtown
TRANS-05653,2,CUST-0062,Ana,Rodrigues,Tourist,Apple,Fado,2024-09-10,2024,9,Tuesday,13,Lunchtime,Sandwich,SAND-145,1,5.88,5.88,5.88,No,Downtown
TRANS-05653,3,CUST-0062,Ana,Rodrigues,Tourist,,Fado,2024-09-10,2024,9,Tuesday,13,Lunchtime,Hot Drink,HOT -138,1,2.36,2.36,2.36,No,Downtown
TRANS-05656,1,CUST-0306,Tiago,Rodrigues,Regular,Dell,Electronic,2024-02-03,2024,2,Saturday,10,Morning,Hot Drink,HOT -160,1,2.34,2.34,1.99,Yes,Downtown
TRANS-05657,1,CUST-0214,Sofia,Rodrigues,Student,None,Indie,2024-04-04,2024,4,Thursday,12,Lunchtime,Cold Drink,COLD-161,1,3.74,3.74,3.74,No,Downtown
TRANS-05658,1,CUST-0029,Ana,Rodrigues,Student,Lenovo,Electronic,2024-06-30,2024,6,Sunday,10,Morning,Pastry,PAST-198,1,1.69,1.69,1.44,Yes,Downtown
